number of rooms,number of bathrooms,area,floor,age,Price
3,3,165.0,Ground Floor,0 - 1,125000
3,2,120.0,Ground Floor,6 - 9,45000
2,2,100.0,Third Floor,6 - 9,38000
3,3,165.0,Ground Floor,0 - 1,83000
3,3,56.0,Ground Floor,1 - 5,79000
1,2,58.0,First Floor,6 - 9,39000
1,1,58.0,First Floor,1 - 5,45000
2,1,60.0,Basement,6 - 9,25000
2,1,60.0,Third Floor,10 - 19,35000
2,1,60.0,Third Floor,10 - 19,35000
2,1,60.0,Third Floor,6 - 9,45000
1,1,61.0,Ground Floor,1 - 5,45000
2,1,62.0,Basement,1 - 5,25000
2,1,62.0,Basement,6 - 9,25000
2,1,62.0,Basement,1 - 5,25000
1,1,70.0,First Floor,6 - 9,65000
1,2,70.0,Second Floor,6 - 9,47000
1,1,71.0,Basement,1 - 5,29500
1,1,73.0,Third Floor,6 - 9,57000
2,2,74.0,Fourth Floor,6 - 9,36000
2,1,75.0,Third Floor,10 - 19,29000
2,2,75.0,First Floor,10 - 19,37000
1,2,75.0,Third Floor,1 - 5,57000
1,2,75.0,First Floor,1 - 5,57000
1,2,77.0,First Floor,6 - 9,55000
2,2,78.0,Second Floor,6 - 9,35000
1,2,78.0,Third Floor,6 - 9,56000
2,1,78.0,First Floor,6 - 9,60000
2,2,79.0,First Floor,6 - 9,39000
2,2,80.0,Second Floor,1 - 5,37000
2,2,80.0,Second Floor,1 - 5,37000
2,2,80.0,Third Floor,6 - 9,29000
2,2,80.0,First Floor,10 - 19,32000
2,2,80.0,Second Floor,10 - 19,33000
2,2,80.0,Basement,6 - 9,35000
2,2,80.0,Ground Floor,6 - 9,42000
2,2,80.0,Ground Floor,1 - 5,45000
2,2,80.0,First Floor,1 - 5,45000
2,2,80.0,First Floor,6 - 9,49000
2,2,80.0,Ground Floor,6 - 9,58000
1,1,80.0,Ground Floor,6 - 9,59000
2,2,81.0,Second Floor,6 - 9,29500
2,2,81.0,First Floor,6 - 9,35000
1,1,82.0,Third Floor,6 - 9,61000
1,2,82.0,Basement,6 - 9,50000
1,1,83.0,First Floor,1 - 5,60000
2,2,83.0,Second Floor,0 - 1,80000
1,1,84.0,Second Floor,6 - 9,55000
2,2,85.0,Ground Floor,0 - 1,43000
1,1,85.0,Ground Floor,10 - 19,50000
2,2,85.0,Second Floor,6 - 9,29500
2,2,85.0,Third Floor,6 - 9,36000
2,2,85.0,Third Floor,10 - 19,40000
2,2,85.0,Ground Floor,6 - 9,47000
2,2,85.0,Ground Floor,1 - 5,49000
1,1,85.0,First Floor,1 - 5,50000
2,2,85.0,Ground Floor,1 - 5,58000
2,2,87.0,Third Floor,6 - 9,38500
2,2,88.0,Basement,6 - 9,36000
2,1,88.0,First Floor,10 - 19,32000
1,2,90.0,Ground Floor,6 - 9,50000
1,2,90.0,Ground Floor,6 - 9,50000
1,3,90.0,Third Floor,6 - 9,65000
2,2,90.0,Third Floor,6 - 9,35000
1,1,90.0,Basement,6 - 9,23500
2,2,90.0,Second Floor,6 - 9,37000
1,1,90.0,Ground Floor,6 - 9,56500
1,1,90.0,Ground Floor,6 - 9,35000
2,2,90.0,First Floor,10 - 19,40000
2,2,90.0,Ground Floor,1 - 5,29000
2,2,90.0,Basement,6 - 9,36000
2,2,90.0,Second Floor,6 - 9,36000
2,2,90.0,Third Floor,10 - 19,37000
2,2,90.0,Third Floor,6 - 9,37000
2,2,90.0,First Floor,6 - 9,38000
2,2,90.0,Ground Floor,10 - 19,38000
1,2,90.0,Second Floor,6 - 9,47000
2,2,90.0,Second Floor,6 - 9,38000
2,2,90.0,Ground Floor,6 - 9,40000
3,2,90.0,Second Floor,6 - 9,42000
2,2,90.0,Ground Floor,0 - 1,43000
2,2,90.0,Ground Floor,0 - 1,43000
2,2,90.0,Ground Floor,0 - 1,43000
2,2,90.0,Ground Floor,0 - 1,43000
2,2,90.0,Ground Floor,0 - 1,43000
2,2,90.0,Third Floor,6 - 9,49000
1,2,90.0,First Floor,6 - 9,55000
1,2,90.0,Basement,6 - 9,55000
2,2,90.0,Third Floor,10 - 19,55000
2,2,90.0,Basement,1 - 5,29000
1,2,90.0,Ground Floor,1 - 5,56800
3,2,90.0,Third Floor,6 - 9,57000
2,2,90.0,Ground Floor,6 - 9,60000
2,2,90.0,First Floor,10 - 19,40000
2,2,90.0,Ground Floor,1 - 5,50000
3,3,90.0,Third Floor,0 - 1,66000
1,3,90.0,Third Floor,1 - 5,67000
1,2,90.0,Third Floor,1 - 5,60000
2,2,90.0,Basement,6 - 9,45000
2,2,91.0,Second Floor,0 - 1,75000
1,3,91.0,Ground Floor,10 - 19,38000
1,3,91.0,First Floor,6 - 9,67000
2,2,91.0,Second Floor,0 - 1,75000
2,2,91.0,Second Floor,0 - 1,85000
3,2,92.0,First Floor,10 - 19,37000
2,2,92.0,Ground Floor,6 - 9,40000
2,3,92.0,First Floor,6 - 9,42000
1,3,92.0,Basement,6 - 9,57000
1,3,92.0,Second Floor,1 - 5,67000
3,3,92.0,Fourth Floor,10 - 19,68000
3,3,92.0,Fourth Floor,10 - 19,68000
1,1,92.0,First Floor,6 - 9,51000
3,2,93.0,First Floor,6 - 9,47000
2,2,93.0,Ground Floor,6 - 9,46000
2,2,93.0,Ground Floor,6 - 9,46000
3,2,94.0,First Floor,6 - 9,45000
2,2,94.0,Second Floor,6 - 9,34000
3,2,95.0,Ground Floor,6 - 9,55000
3,2,95.0,Third Floor,6 - 9,54000
2,2,95.0,Basement,1 - 5,39000
2,2,95.0,Third Floor,6 - 9,40000
2,2,95.0,Basement,10 - 19,40000
2,2,95.0,Ground Floor,10 - 19,50000
1,2,95.0,Second Floor,1 - 5,55000
1,1,95.0,Ground Floor,6 - 9,45000
2,2,96.0,First Floor,10 - 19,40000
2,2,96.0,First Floor,10 - 19,50000
2,2,97.0,Ground Floor,6 - 9,51000
2,2,98.0,Third Floor,6 - 9,42000
2,2,98.0,Third Floor,10 - 19,49000
2,2,99.0,Third Floor,10 - 19,40000
2,2,99.0,Third Floor,10 - 19,40000
3,2,100.0,Basement,6 - 9,47000
2,2,100.0,Second Floor,10 - 19,50000
3,2,100.0,First Floor,10 - 19,46000
3,3,100.0,First Floor,10 - 19,70000
2,2,100.0,Second Floor,6 - 9,35500
2,2,100.0,First Floor,6 - 9,44000
2,2,100.0,First Floor,10 - 19,37000
3,2,100.0,Second Floor,10 - 19,39000
2,2,100.0,Third Floor,6 - 9,30000
2,2,100.0,Third Floor,6 - 9,35000
2,2,100.0,Third Floor,6 - 9,37000
2,2,100.0,Third Floor,6 - 9,37000
2,2,100.0,Third Floor,10 - 19,37000
2,2,100.0,Third Floor,6 - 9,39000
2,2,100.0,Third Floor,6 - 9,39000
2,2,100.0,Third Floor,6 - 9,39000
2,2,100.0,Third Floor,6 - 9,39000
2,2,100.0,Ground Floor,6 - 9,39000
2,2,100.0,Ground Floor,6 - 9,50000
2,2,100.0,Third Floor,10 - 19,43000
3,2,100.0,Basement,6 - 9,45000
3,2,100.0,Second Floor,6 - 9,45000
1,2,100.0,Ground Floor,6 - 9,50000
2,2,100.0,First Floor,6 - 9,52000
2,2,100.0,Second Floor,6 - 9,35500
2,2,100.0,Third Floor,10 - 19,36500
1,1,100.0,First Floor,6 - 9,65000
2,2,100.0,Basement,0 - 1,65000
2,2,100.0,Fourth Floor,10 - 19,45000
2,2,100.0,Second Floor,10 - 19,34000
2,2,100.0,Third Floor,10 - 19,36000
2,2,100.0,Ground Floor,10 - 19,49000
1,2,101.0,Third Floor,10 - 19,42000
3,2,101.0,First Floor,10 - 19,45000
3,2,102.0,First Floor,10 - 19,63000
3,2,104.0,Ground Floor,6 - 9,54000
3,2,104.0,Ground Floor,6 - 9,53000
2,2,105.0,Second Floor,10 - 19,47000
2,2,105.0,Third Floor,6 - 9,50000
1,3,105.0,Ground Floor,10 - 19,80000
2,2,108.0,Second Floor,10 - 19,59000
2,2,110.0,Basement,0 - 1,42000
3,2,110.0,Basement,10 - 19,60000
2,2,110.0,Basement,0 - 1,42000
2,2,110.0,Basement,0 - 1,42000
2,2,110.0,Basement,0 - 1,39000
3,3,110.0,First Floor,0 - 1,88000
3,3,110.0,First Floor,0 - 1,88000
3,3,110.0,First Floor,0 - 1,88000
3,3,110.0,First Floor,0 - 1,88000
3,3,110.0,Second Floor,0 - 1,81000
1,1,110.0,Ground Floor,10 - 19,50000
2,2,110.0,Basement,0 - 1,39000
2,2,110.0,Basement,0 - 1,39000
2,2,110.0,Basement,0 - 1,42000
2,2,110.0,Basement,0 - 1,42000
2,2,110.0,Basement,0 - 1,42000
2,2,110.0,Basement,0 - 1,42000
2,2,110.0,Basement,0 - 1,42000
2,2,110.0,Basement,0 - 1,42000
2,2,110.0,Basement,0 - 1,42000
2,2,110.0,Basement,0 - 1,42000
2,2,110.0,Basement,0 - 1,42000
2,2,110.0,Basement,0 - 1,42000
3,2,110.0,Third Floor,6 - 9,48000
3,2,110.0,Third Floor,6 - 9,48000
2,2,110.0,Ground Floor,10 - 19,49000
3,2,110.0,Third Floor,1 - 5,50000
3,2,110.0,First Floor,6 - 9,50000
3,2,110.0,Third Floor,1 - 5,51000
3,2,110.0,Third Floor,1 - 5,51000
2,2,110.0,First Floor,10 - 19,55000
3,2,110.0,Ground Floor,6 - 9,57000
2,2,110.0,Ground Floor,6 - 9,54300
2,2,110.0,Third Floor,6 - 9,50000
2,2,110.0,First Floor,1 - 5,57500
3,2,110.0,Basement,0 - 1,59000
3,2,110.0,First Floor,10 - 19,35000
1,4,110.0,Fourth Floor,6 - 9,88000
3,3,110.0,Second Floor,0 - 1,81000
3,2,110.0,First Floor,6 - 9,42000
4,3,111.0,Ground Floor,1 - 5,75000
3,2,112.0,Second Floor,0 - 1,56000
2,2,112.0,Second Floor,6 - 9,60000
3,2,112.0,Ground Floor,0 - 1,93000
3,2,112.0,Second Floor,0 - 1,56000
3,2,112.0,Second Floor,0 - 1,56000
3,3,112.0,First Floor,0 - 1,88000
3,2,112.0,First Floor,0 - 1,65000
3,2,112.0,First Floor,10 - 19,42000
2,2,112.0,First Floor,10 - 19,48000
2,2,112.0,First Floor,10 - 19,55000
3,2,112.0,First Floor,0 - 1,66000
2,2,112.0,Ground Floor,6 - 9,55000
3,2,113.0,Second Floor,6 - 9,46500
3,3,115.0,Second Floor,0 - 1,56000
3,3,115.0,First Floor,0 - 1,88000
3,3,115.0,First Floor,0 - 1,88000
3,3,115.0,First Floor,0 - 1,88000
3,3,115.0,Second Floor,0 - 1,81000
3,3,115.0,Third Floor,0 - 1,97000
3,3,115.0,Third Floor,0 - 1,97000
3,3,115.0,First Floor,0 - 1,88000
3,3,115.0,Ground Floor,0 - 1,100000
3,3,115.0,Third Floor,0 - 1,97000
3,3,115.0,Third Floor,0 - 1,97000
3,3,115.0,Second Floor,0 - 1,81000
3,3,115.0,First Floor,0 - 1,88000
3,3,115.0,Ground Floor,0 - 1,100000
2,2,115.0,Second Floor,0 - 1,75000
3,3,115.0,Second Floor,0 - 1,81000
3,3,115.0,First Floor,0 - 1,56000
1,1,115.0,Ground Floor,1 - 5,45000
1,1,115.0,Ground Floor,1 - 5,45000
3,2,115.0,First Floor,0 - 1,65000
3,3,115.0,First Floor,0 - 1,88000
3,3,115.0,First Floor,0 - 1,88000
3,2,115.0,Ground Floor,0 - 1,93000
3,2,115.0,First Floor,0 - 1,65000
3,2,115.0,First Floor,0 - 1,65000
3,3,115.0,First Floor,0 - 1,88000
3,2,115.0,Second Floor,0 - 1,56000
3,2,115.0,First Floor,0 - 1,65000
3,3,115.0,First Floor,0 - 1,88000
3,2,115.0,Ground Floor,0 - 1,93000
3,2,115.0,First Floor,0 - 1,65000
3,2,115.0,First Floor,0 - 1,65000
3,2,115.0,First Floor,0 - 1,65000
3,2,115.0,Second Floor,0 - 1,56000
3,3,115.0,Ground Floor,0 - 1,100000
3,3,115.0,Third Floor,0 - 1,53000
3,3,115.0,Third Floor,0 - 1,53000
3,2,115.0,Second Floor,6 - 9,55000
3,2,115.0,Ground Floor,6 - 9,55000
3,2,115.0,Third Floor,6 - 9,55000
3,2,115.0,Second Floor,0 - 1,56000
3,3,115.0,Second Floor,0 - 1,56000
2,2,115.0,Second Floor,0 - 1,56000
2,2,115.0,Second Floor,0 - 1,56000
3,3,115.0,Second Floor,0 - 1,56000
3,3,115.0,Second Floor,0 - 1,56000
3,3,115.0,Second Floor,0 - 1,56000
3,3,115.0,Second Floor,0 - 1,56000
3,3,115.0,Second Floor,0 - 1,56000
3,3,115.0,Second Floor,0 - 1,56000
3,2,115.0,Second Floor,0 - 1,56000
3,3,115.0,Second Floor,0 - 1,56000
3,3,115.0,Second Floor,0 - 1,56000
3,3,115.0,First Floor,0 - 1,56000
3,3,115.0,First Floor,0 - 1,56000
3,3,115.0,First Floor,0 - 1,56000
3,3,115.0,First Floor,0 - 1,56000
3,3,115.0,First Floor,0 - 1,56000
3,3,115.0,First Floor,1 - 5,74000
3,3,115.0,Second Floor,0 - 1,60000
3,3,115.0,Second Floor,0 - 1,60000
3,3,115.0,Second Floor,0 - 1,60000
3,2,115.0,Second Floor,0 - 1,66000
3,2,115.0,First Floor,0 - 1,66000
3,3,115.0,Ground Floor,0 - 1,66000
3,3,115.0,First Floor,0 - 1,68000
3,3,116.0,Ground Floor,0 - 1,100000
3,3,116.0,Second Floor,0 - 1,81000
3,2,116.0,First Floor,10 - 19,44000
3,2,116.0,First Floor,6 - 9,50000
3,2,116.0,Second Floor,10 - 19,60000
3,2,116.0,First Floor,10 - 19,55000
3,3,117.0,Basement,0 - 1,96000
3,3,117.0,First Floor,10 - 19,43000
3,2,117.0,Third Floor,0 - 1,48500
2,2,118.0,First Floor,10 - 19,40000
3,3,118.0,Ground Floor,1 - 5,100000
3,2,118.0,Second Floor,6 - 9,43000
3,2,119.0,First Floor,0 - 1,65000
3,2,119.0,Second Floor,0 - 1,56000
3,3,119.0,First Floor,0 - 1,88000
3,2,119.0,Second Floor,0 - 1,56000
3,2,119.0,First Floor,0 - 1,65000
3,2,119.0,First Floor,0 - 1,65000
3,2,119.0,First Floor,0 - 1,65000
3,2,119.0,Ground Floor,0 - 1,93000
3,2,119.0,First Floor,0 - 1,65000
3,2,119.0,Second Floor,0 - 1,56000
3,2,119.0,First Floor,0 - 1,65000
3,2,119.0,First Floor,0 - 1,65000
3,2,119.0,First Floor,0 - 1,65000
3,2,119.0,First Floor,10 - 19,37000
3,2,119.0,First Floor,10 - 19,47000
3,3,119.0,Ground Floor,0 - 1,100000
3,2,120.0,First Floor,0 - 1,46000
3,2,120.0,Ground Floor,6 - 9,55000
2,2,120.0,First Floor,10 - 19,39000
3,3,120.0,Ground Floor,0 - 1,100000
3,2,120.0,First Floor,10 - 19,25000
3,3,120.0,First Floor,0 - 1,88000
3,3,120.0,First Floor,0 - 1,88000
3,3,120.0,First Floor,0 - 1,88000
3,3,120.0,First Floor,0 - 1,88000
3,3,120.0,First Floor,0 - 1,88000
3,3,120.0,First Floor,0 - 1,88000
3,3,120.0,First Floor,0 - 1,88000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,Basement,0 - 1,96000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,Second Floor,0 - 1,81000
3,2,120.0,Third Floor,10 - 19,40000
3,3,120.0,First Floor,0 - 1,88000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,First Floor,0 - 1,88000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,First Floor,1 - 5,74000
3,2,120.0,Ground Floor,0 - 1,93000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,Ground Floor,0 - 1,100000
3,2,120.0,Ground Floor,0 - 1,93000
3,2,120.0,Third Floor,0 - 1,48500
3,2,120.0,Third Floor,0 - 1,48500
3,2,120.0,First Floor,0 - 1,65000
3,3,120.0,First Floor,0 - 1,88000
3,2,120.0,First Floor,0 - 1,65000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,Ground Floor,0 - 1,100000
3,2,120.0,Ground Floor,0 - 1,93000
3,2,120.0,Ground Floor,0 - 1,93000
3,2,120.0,Ground Floor,0 - 1,93000
3,2,120.0,Ground Floor,0 - 1,93000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,Ground Floor,0 - 1,100000
3,2,120.0,Ground Floor,0 - 1,93000
3,2,120.0,Ground Floor,0 - 1,93000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,First Floor,0 - 1,88000
3,2,120.0,First Floor,0 - 1,65000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,First Floor,0 - 1,88000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,Second Floor,0 - 1,81000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,First Floor,0 - 1,88000
3,3,120.0,First Floor,0 - 1,88000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,First Floor,0 - 1,88000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,Ground Floor,0 - 1,100000
3,2,120.0,First Floor,0 - 1,65000
3,2,120.0,First Floor,0 - 1,65000
3,2,120.0,First Floor,0 - 1,65000
3,3,120.0,Ground Floor,0 - 1,100000
3,2,120.0,Ground Floor,0 - 1,93000
3,3,120.0,First Floor,0 - 1,67000
3,2,120.0,Ground Floor,0 - 1,93000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,Ground Floor,0 - 1,100000
3,2,120.0,First Floor,0 - 1,65000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,Ground Floor,0 - 1,100000
3,2,120.0,Ground Floor,0 - 1,93000
3,2,120.0,Ground Floor,0 - 1,93000
3,3,120.0,Ground Floor,0 - 1,100000
3,3,120.0,First Floor,0 - 1,88000
3,2,120.0,First Floor,6 - 9,65000
3,2,120.0,First Floor,10 - 19,34000
3,3,120.0,Semi-Ground Floor,6 - 9,39000
3,2,120.0,Ground Floor,6 - 9,39000
3,2,120.0,Ground Floor,6 - 9,39000
3,2,120.0,Ground Floor,6 - 9,39000
3,2,120.0,Ground Floor,6 - 9,39000
3,2,120.0,Ground Floor,6 - 9,39000
3,2,120.0,Ground Floor,6 - 9,39000
3,2,120.0,First Floor,10 - 19,40000
3,2,120.0,Ground Floor,6 - 9,42000
3,2,120.0,Ground Floor,6 - 9,42000
3,2,120.0,First Floor,6 - 9,45000
3,2,120.0,First Floor,6 - 9,45000
3,2,120.0,First Floor,6 - 9,45000
3,2,120.0,First Floor,10 - 19,46000
3,2,120.0,First Floor,10 - 19,46000
3,2,120.0,First Floor,6 - 9,47000
3,3,120.0,Third Floor,0 - 1,53000
3,3,120.0,Third Floor,0 - 1,53000
3,2,120.0,Third Floor,6 - 9,53000
3,2,120.0,First Floor,1 - 5,55000
3,2,120.0,First Floor,10 - 19,55000
3,3,120.0,Basement,0 - 1,55000
3,3,120.0,Ground Floor,0 - 1,59000
3,2,120.0,Third Floor,6 - 9,60000
1,1,120.0,Basement,6 - 9,23500
3,2,120.0,Ground Floor,1 - 5,60000
3,3,120.0,Second Floor,0 - 1,60000
3,3,120.0,First Floor,0 - 1,60000
3,3,120.0,First Floor,0 - 1,60000
3,2,120.0,First Floor,0 - 1,60000
3,2,120.0,First Floor,0 - 1,60000
3,2,120.0,Third Floor,6 - 9,60000
3,2,120.0,First Floor,0 - 1,60000
3,2,120.0,First Floor,0 - 1,65000
3,3,120.0,First Floor,0 - 1,67000
2,2,120.0,First Floor,6 - 9,44000
2,2,120.0,Second Floor,10 - 19,52000
3,2,120.0,Ground Floor,10 - 19,67000
4,3,120.0,Second Floor,10 - 19,85000
3,2,120.0,First Floor,10 - 19,43000
3,3,121.0,Basement,1 - 5,91500
3,2,121.0,Ground Floor,0 - 1,93000
3,2,121.0,Ground Floor,0 - 1,93000
3,3,121.0,Basement,1 - 5,91500
3,3,121.0,Ground Floor,0 - 1,100000
3,3,121.0,Ground Floor,0 - 1,100000
3,2,122.0,Third Floor,10 - 19,65000
2,2,122.0,Ground Floor,0 - 1,43000
3,2,122.0,Third Floor,10 - 19,65000
1,2,122.0,Second Floor,0 - 1,70000
3,3,122.0,Third Floor,0 - 1,95000
3,3,123.0,Basement,1 - 5,91500
3,3,123.0,Ground Floor,0 - 1,100000
3,3,123.0,First Floor,0 - 1,88000
3,3,123.0,First Floor,0 - 1,88000
3,2,123.0,Third Floor,10 - 19,51000
3,3,123.0,Ground Floor,0 - 1,100000
3,3,123.0,Ground Floor,0 - 1,100000
3,3,123.0,Ground Floor,0 - 1,100000
3,3,123.0,Ground Floor,0 - 1,100000
3,3,123.0,First Floor,6 - 9,73000
3,2,123.0,Third Floor,10 - 19,52000
3,2,123.0,Third Floor,10 - 19,55000
1,1,123.0,Second Floor,0 - 1,67000
3,3,124.0,Second Floor,6 - 9,64000
3,3,124.0,Basement,6 - 9,75000
3,3,124.0,Basement,10 - 19,78000
3,3,125.0,Ground Floor,0 - 1,100000
3,3,125.0,Ground Floor,0 - 1,100000
3,3,125.0,Ground Floor,0 - 1,100000
3,3,125.0,Ground Floor,0 - 1,100000
3,3,125.0,Ground Floor,0 - 1,100000
3,3,125.0,First Floor,0 - 1,88000
3,3,125.0,First Floor,0 - 1,88000
3,3,125.0,Second Floor,0 - 1,81000
3,3,125.0,Second Floor,0 - 1,81000
3,3,125.0,Second Floor,0 - 1,81000
3,3,125.0,First Floor,0 - 1,88000
3,3,125.0,First Floor,0 - 1,88000
3,3,125.0,First Floor,0 - 1,88000
3,3,125.0,First Floor,0 - 1,88000
3,3,125.0,Second Floor,0 - 1,81000
3,3,125.0,Second Floor,0 - 1,81000
3,3,125.0,First Floor,0 - 1,88000
3,2,125.0,Ground Floor,0 - 1,93000
3,2,125.0,Ground Floor,0 - 1,93000
3,2,125.0,Ground Floor,0 - 1,93000
3,2,125.0,First Floor,0 - 1,65000
3,2,125.0,Ground Floor,0 - 1,93000
3,3,125.0,Second Floor,0 - 1,81000
3,3,125.0,Second Floor,0 - 1,81000
3,2,125.0,Ground Floor,0 - 1,93000
3,2,125.0,Ground Floor,0 - 1,93000
3,2,125.0,First Floor,0 - 1,65000
3,2,125.0,Ground Floor,0 - 1,93000
3,2,125.0,Ground Floor,0 - 1,93000
3,3,125.0,Ground Floor,0 - 1,100000
3,3,125.0,Ground Floor,0 - 1,100000
3,3,125.0,Ground Floor,0 - 1,100000
3,2,125.0,Ground Floor,0 - 1,93000
3,3,125.0,First Floor,0 - 1,88000
3,3,125.0,Second Floor,0 - 1,81000
3,3,125.0,Second Floor,0 - 1,81000
3,3,125.0,First Floor,0 - 1,88000
3,2,125.0,Ground Floor,0 - 1,93000
3,3,125.0,Ground Floor,0 - 1,100000
3,2,125.0,Second Floor,0 - 1,56000
3,3,125.0,First Floor,0 - 1,88000
3,2,125.0,Second Floor,10 - 19,42000
3,2,125.0,Third Floor,6 - 9,49000
2,2,125.0,Third Floor,10 - 19,50000
3,2,125.0,Second Floor,6 - 9,60000
2,3,125.0,First Floor,10 - 19,66000
3,3,125.0,Ground Floor,1 - 5,65000
3,3,125.0,First Floor,1 - 5,65000
3,2,125.0,Second Floor,6 - 9,68000
3,3,125.0,First Floor,1 - 5,69000
3,2,125.0,Ground Floor,6 - 9,70000
3,2,125.0,Second Floor,6 - 9,39000
3,3,125.0,Basement,1 - 5,78000
3,3,125.0,Semi-Ground Floor,6 - 9,80000
3,3,125.0,Basement,10 - 19,80000
3,3,125.0,Basement,10 - 19,80000
3,3,125.0,Ground Floor,1 - 5,82000
3,2,125.0,Ground Floor,0 - 1,93000
3,2,126.0,Second Floor,6 - 9,54000
3,3,126.0,Second Floor,6 - 9,54000
3,3,127.0,Third Floor,10 - 19,45000
3,3,127.0,First Floor,1 - 5,74000
3,2,127.0,Second Floor,10 - 19,42500
3,3,127.0,Third Floor,1 - 5,57000
3,2,127.0,Second Floor,6 - 9,70000
3,3,127.0,Ground Floor,6 - 9,65000
3,3,127.0,Second Floor,1 - 5,57000
3,2,128.0,Basement,10 - 19,55000
3,3,128.0,Ground Floor,0 - 1,100000
3,2,128.0,Basement,10 - 19,58000
3,2,128.0,Ground Floor,0 - 1,80000
3,3,128.0,Second Floor,1 - 5,75000
4,3,128.0,First Floor,0 - 1,65000
4,3,128.0,Third Floor,0 - 1,65000
1,1,128.0,First Floor,0 - 1,68000
3,2,129.0,Basement,0 - 1,65000
3,2,129.0,Second Floor,10 - 19,42000
3,2,129.0,Basement,1 - 5,44000
3,2,129.0,First Floor,10 - 19,50000
3,3,129.0,First Floor,10 - 19,55000
3,2,129.0,Ground Floor,10 - 19,62000
3,3,129.0,Third Floor,0 - 1,90000
2,2,130.0,Third Floor,10 - 19,40000
3,3,130.0,Second Floor,6 - 9,72000
1,2,130.0,Third Floor,10 - 19,42000
3,3,130.0,Ground Floor,0 - 1,100000
3,3,130.0,Basement,1 - 5,91500
3,3,130.0,Basement,1 - 5,91500
3,3,130.0,Ground Floor,0 - 1,100000
3,3,130.0,Ground Floor,0 - 1,100000
3,3,130.0,Ground Floor,0 - 1,100000
3,3,130.0,Basement,1 - 5,91500
3,3,130.0,First Floor,1 - 5,74000
3,3,130.0,First Floor,1 - 5,74000
3,3,130.0,First Floor,1 - 5,74000
3,3,130.0,Basement,0 - 1,96000
3,3,130.0,Basement,0 - 1,96000
3,3,130.0,Basement,0 - 1,96000
3,3,130.0,First Floor,0 - 1,88000
3,3,130.0,First Floor,0 - 1,88000
5,2,130.0,Second Floor,1 - 5,65000
3,3,130.0,Basement,0 - 1,96000
3,3,130.0,Basement,0 - 1,96000
3,3,130.0,Basement,0 - 1,96000
3,3,130.0,Basement,0 - 1,96000
3,3,130.0,Basement,0 - 1,96000
3,3,130.0,First Floor,6 - 9,65000
3,3,130.0,Basement,0 - 1,96000
3,3,130.0,Basement,0 - 1,96000
3,3,130.0,Basement,0 - 1,96000
3,3,130.0,Basement,0 - 1,96000
3,3,130.0,Basement,0 - 1,96000
3,3,130.0,Basement,0 - 1,96000
3,3,130.0,Basement,0 - 1,96000
3,3,130.0,Basement,0 - 1,96000
3,3,130.0,Basement,0 - 1,96000
3,3,130.0,Basement,0 - 1,96000
3,3,130.0,Basement,0 - 1,96000
3,3,130.0,Basement,0 - 1,96000
3,3,130.0,First Floor,0 - 1,88000
3,3,130.0,Basement,0 - 1,96000
3,2,130.0,Third Floor,6 - 9,54500
3,3,130.0,Semi-Ground Floor,0 - 1,88000
3,3,130.0,Second Floor,0 - 1,81000
3,3,130.0,Third Floor,6 - 9,84000
3,3,130.0,Third Floor,0 - 1,97000
3,3,130.0,Third Floor,0 - 1,97000
3,3,130.0,Ground Floor,0 - 1,100000
3,3,130.0,Ground Floor,0 - 1,100000
3,2,130.0,Ground Floor,0 - 1,93000
3,3,130.0,Ground Floor,0 - 1,100000
